"Filepath","File","Name","Extension","Filesize","Created","Modified","Retrieved","Error"
"B:\41xx   EH&S Facility\4101\4101\G - Construction\G5 - Inspectors Daily Reports\4101 EH&S Facility Insp File\1 - Inspections\EH&S Insp Req Form.pdf","EH&S Insp Req Form.pdf","EH&S Insp Req Form","pdf",52204,"06/03/2019, 14:29:25","11/13/2017, 11:42:12","10/31/2019, 14:03:28",""
"B:\41xx   EH&S Facility\4101\4101\G - Construction\G5 - Inspectors Daily Reports\4101 EH&S Facility Insp File\5 - Field Observation Reports\1-Miller Hull\180820_Site Observation Report_sm.pdf","180820_Site Observation Report_sm.pdf","180820_Site Observation Report_sm","pdf",1808702,"06/03/2019, 14:30:06","08/21/2018, 16:23:59","10/31/2019, 14:03:28",""
"B:\41xx   EH&S Facility\4101\4101\G - Construction\G5 - Inspectors Daily Reports\4101 EH&S Facility Insp File\5 - Field Observation Reports\1-Miller Hull\180919_Site Observation Report.pdf","180919_Site Observation Report.pdf","180919_Site Observation Report","pdf",507770,"06/03/2019, 14:30:06","10/11/2018, 16:04:09","10/31/2019, 14:03:28",""
"B:\41xx   EH&S Facility\4101\4101\G - Construction\G5 - Inspectors Daily Reports\4101 EH&S Facility Insp File\5 - Field Observation Reports\1-Miller Hull\181022_Site Observation Report.pdf","181022_Site Observation Report.pdf","181022_Site Observation Report","pdf",23605429,"06/03/2019, 14:30:06","10/29/2018, 08:11:11","10/31/2019, 14:03:28",""
"B:\41xx   EH&S Facility\4101\4101\G - Construction\G5 - Inspectors Daily Reports\4101 EH&S Facility Insp File\5 - Field Observation Reports\1-Miller Hull\181114_Site Observation Report_R1.pdf","181114_Site Observation Report_R1.pdf","181114_Site Observation Report_R1","pdf",21395324,"06/03/2019, 14:30:06","11/26/2018, 08:27:10","10/31/2019, 14:03:28",""
"B:\41xx   EH&S Facility\4101\4101\G - Construction\G5 - Inspectors Daily Reports\4101 EH&S Facility Insp File\5 - Field Observation Reports\1-Miller Hull\181205_Site Observation Report R1.pdf","181205_Site Observation Report R1.pdf","181205_Site Observation Report R1","pdf",2659120,"06/03/2019, 14:30:07","12/12/2018, 14:55:37","10/31/2019, 14:03:28",""
"B:\41xx   EH&S Facility\4101\4101\G - Construction\G5 - Inspectors Daily Reports\4101 EH&S Facility Insp File\5 - Field Observation Reports\1-Miller Hull\190103_Site Observation Report_R2.pdf","190103_Site Observation Report_R2.pdf","190103_Site Observation Report_R2","pdf",1133043,"06/03/2019, 14:30:07","01/24/2019, 08:08:05","10/31/2019, 14:03:28",""
"B:\41xx   EH&S Facility\4101\4101\G - Construction\G5 - Inspectors Daily Reports\4101 EH&S Facility Insp File\5 - Field Observation Reports\1-Miller Hull\190123_Site Observation Report.pdf","190123_Site Observation Report.pdf","190123_Site Observation Report","pdf",2618277,"06/03/2019, 14:30:07","02/04/2019, 08:30:57","10/31/2019, 14:03:28",""
"B:\41xx   EH&S Facility\4101\4101\G - Construction\G5 - Inspectors Daily Reports\4101 EH&S Facility Insp File\5 - Field Observation Reports\1-Miller Hull\190225_Site Observation Report_R1.pdf","190225_Site Observation Report_R1.pdf","190225_Site Observation Report_R1","pdf",1456076,"06/03/2019, 14:30:07","03/06/2019, 15:24:22","10/31/2019, 14:03:28",""
"B:\41xx   EH&S Facility\4101\4101\G - Construction\G5 - Inspectors Daily Reports\4101 EH&S Facility Insp File\5 - Field Observation Reports\1-Miller Hull\190320_Site Observation Report_R1.pdf","190320_Site Observation Report_R1.pdf","190320_Site Observation Report_R1","pdf",1563884,"06/03/2019, 14:30:07","04/10/2019, 14:50:24","10/31/2019, 14:03:28",""
"B:\41xx   EH&S Facility\4101\4101\G - Construction\G5 - Inspectors Daily Reports\4101 EH&S Facility Insp File\5 - Field Observation Reports\1-Miller Hull\190419_Site Observation Report.pdf","190419_Site Observation Report.pdf","190419_Site Observation Report","pdf",1215163,"06/03/2019, 14:30:07","05/07/2019, 08:56:02","10/31/2019, 14:03:28",""
"B:\41xx   EH&S Facility\4101\4101\G - Construction\G5 - Inspectors Daily Reports\4101 EH&S Facility Insp File\5 - Field Observation Reports\2-Degenkolb (SEOR)\180307-UCSC_EHS_SiteObservationReport_#1.pdf","180307-UCSC_EHS_SiteObservationReport_#1.pdf","180307-UCSC_EHS_SiteObservationReport_#1","pdf",11862572,"06/03/2019, 14:30:07","03/09/2018, 08:34:39","10/31/2019, 14:03:28",""
"B:\41xx   EH&S Facility\4101\4101\G - Construction\G5 - Inspectors Daily Reports\4101 EH&S Facility Insp File\5 - Field Observation Reports\2-Degenkolb (SEOR)\180614-UCSC_EHS_SiteObservationReport_#2.pdf","180614-UCSC_EHS_SiteObservationReport_#2.pdf","180614-UCSC_EHS_SiteObservationReport_#2","pdf",712542,"06/03/2019, 14:30:07","07/19/2018, 09:38:06","10/31/2019, 14:03:28",""
"B:\41xx   EH&S Facility\4101\4101\G - Construction\G5 - Inspectors Daily Reports\4101 EH&S Facility Insp File\5 - Field Observation Reports\2-Degenkolb (SEOR)\180806-UCSC_EHS_SiteObservationReport_#4.pdf","180806-UCSC_EHS_SiteObservationReport_#4.pdf","180806-UCSC_EHS_SiteObservationReport_#4","pdf",689576,"06/03/2019, 14:30:07","08/17/2018, 08:50:13","10/31/2019, 14:03:28",""
"B:\41xx   EH&S Facility\4101\4101\G - Construction\G5 - Inspectors Daily Reports\4101 EH&S Facility Insp File\5 - Field Observation Reports\3-PAE (MEP EOR)\2018-09-26 Site Observation Report.pdf","2018-09-26 Site Observation Report.pdf","2018-09-26 Site Observation Report","pdf",721131,"06/03/2019, 14:30:07","10/04/2018, 10:52:21","10/31/2019, 14:03:28",""
"B:\41xx   EH&S Facility\4101\4101\G - Construction\G5 - Inspectors Daily Reports\4101 EH&S Facility Insp File\5 - Field Observation Reports\3-PAE (MEP EOR)\2019-05-02 Site Observation Report.pdf","2019-05-02 Site Observation Report.pdf","2019-05-02 Site Observation Report","pdf",794934,"06/03/2019, 14:30:07","05/06/2019, 13:31:56","10/31/2019, 14:03:28",""
"B:\41xx   EH&S Facility\4101\4101\G - Construction\G6 - UCSC Memoranda\G6.1 - Architects Field Reports\180614_Site Observation Report_Compiled.pdf","180614_Site Observation Report_Compiled.pdf","180614_Site Observation Report_Compiled","pdf",1544623,"06/03/2019, 14:30:08","06/26/2018, 08:14:06","10/31/2019, 14:03:28",""
"B:\41xx   EH&S Facility\4101\4101\G - Construction\G6 - UCSC Memoranda\G6.1 - Architects Field Reports\180702_Site Observation Report_R1.pdf","180702_Site Observation Report_R1.pdf","180702_Site Observation Report_R1","pdf",12621180,"06/03/2019, 14:30:08","07/06/2018, 14:17:44","10/31/2019, 14:03:28",""
"B:\41xx   EH&S Facility\4101\4101\G - Construction\G6 - UCSC Memoranda\G6.1 - Architects Field Reports\180709-UCSC_EHS_SiteObservationReport_#3.pdf","180709-UCSC_EHS_SiteObservationReport_#3.pdf","180709-UCSC_EHS_SiteObservationReport_#3","pdf",11277889,"06/03/2019, 14:30:08","07/11/2018, 11:25:56","10/31/2019, 14:03:28",""
"B:\41xx   EH&S Facility\4101\4101\H - Submittals and O&M's\Hold 4101\4101 23 05 48 -02 R1 Final.pdf","4101 23 05 48 -02 R1 Final.pdf","4101 23 05 48 -02 R1 Final","pdf",13052359,"06/03/2019, 14:31:19","05/31/2019, 14:36:55","10/31/2019, 14:03:30",""
"B:\41xx   EH&S Facility\4101\4101\H - Submittals and O&M's\Hold 4101\4101 Submittal 10 14 00 -01 R1 MD120718.pdf","4101 Submittal 10 14 00 -01 R1 MD120718.pdf","4101 Submittal 10 14 00 -01 R1 MD120718","pdf",304155,"06/03/2019, 14:31:27","12/10/2018, 12:32:07","10/31/2019, 14:03:30",""
"B:\41xx   EH&S Facility\4101\4101\H - Submittals and O&M's\Hold 4101\4101 Submittal 10 14 00 -01 R1.pdf","4101 Submittal 10 14 00 -01 R1.pdf","4101 Submittal 10 14 00 -01 R1","pdf",1445650,"06/03/2019, 14:31:27","11/29/2018, 09:06:10","10/31/2019, 14:03:30",""
"B:\41xx   EH&S Facility\4101\4101\H - Submittals and O&M's\Hold 4101\4101 Submittal 10 14 00 -01 R2.pdf","4101 Submittal 10 14 00 -01 R2.pdf","4101 Submittal 10 14 00 -01 R2","pdf",1420915,"06/03/2019, 14:31:27","05/31/2019, 09:02:06","10/31/2019, 14:03:30",""
"B:\41xx   EH&S Facility\4101\4101\H - Submittals and O&M's\Hold 4101\4101 Submittal 10 14 00 -02 MD120318.pdf","4101 Submittal 10 14 00 -02 MD120318.pdf","4101 Submittal 10 14 00 -02 MD120318","pdf",290153,"06/03/2019, 14:31:27","12/04/2018, 09:09:57","10/31/2019, 14:03:30",""
"B:\41xx   EH&S Facility\4101\4101\H - Submittals and O&M's\Hold 4101\4101 Submittal 10 14 00 -02.pdf","4101 Submittal 10 14 00 -02.pdf","4101 Submittal 10 14 00 -02","pdf",1600427,"06/03/2019, 14:31:27","11/20/2018, 14:07:05","10/31/2019, 14:03:30",""
"B:\41xx   EH&S Facility\4101\4101\H - Submittals and O&M's\Hold 4101\4101 Submittal 22 05 48 -01 MD040519.pdf","4101 Submittal 22 05 48 -01 MD040519.pdf","4101 Submittal 22 05 48 -01 MD040519","pdf",298851,"06/03/2019, 14:31:29","04/08/2019, 10:32:56","10/31/2019, 14:03:30",""
"B:\41xx   EH&S Facility\4101\4101\H - Submittals and O&M's\Hold 4101\4101 Submittal 22 05 48 -01.pdf","4101 Submittal 22 05 48 -01.pdf","4101 Submittal 22 05 48 -01","pdf",7811414,"06/03/2019, 14:31:29","04/04/2019, 09:59:01","10/31/2019, 14:03:30",""
"B:\41xx   EH&S Facility\4101\4101\H - Submittals and O&M's\Hold 4101\4101 Submittal 23 05 48 -02.pdf","4101 Submittal 23 05 48 -02.pdf","4101 Submittal 23 05 48 -02","pdf",3223055,"06/03/2019, 14:31:30","04/10/2019, 14:12:16","10/31/2019, 14:03:30",""
"B:\41xx   EH&S Facility\4101\4101\H - Submittals and O&M's\Hold 4101\4101 Submittal 26 05 43 -06.pdf","4101 Submittal 26 05 43 -06.pdf","4101 Submittal 26 05 43 -06","pdf",1154025,"06/03/2019, 14:31:31","03/28/2019, 08:45:21","10/31/2019, 14:03:31",""
"B:\49xx   Long Marine Lab\4910\4910\F - Bid Documents and Contract Award\As-Builts\File 4910.pdf","File 4910.pdf","File 4910","pdf",23510101,"06/04/2019, 09:16:53","07/03/2013, 10:33:41","10/31/2019, 14:45:00",""
"B:\49xx   Long Marine Lab\4917\4917\E5- Correspondence\File 4917 Budget 6-11-84 .pdf","File 4917 Budget 6-11-84 .pdf","File 4917 Budget 6-11-84 ","pdf",990336,"06/04/2019, 09:17:17","01/31/2014, 12:20:54","10/31/2019, 14:45:00",""
"B:\49xx   Long Marine Lab\4932 CBB\B - Administrative Reviews and Approvals\B13 - Coastal Commission Approval\CA Coastal Commission\Overlook B Improvements\Temporary Solution Communication\Julie's Response - Re_ Wheelchair Accessibility on SMDC Tour Path.pdf","Julie's Response - Re_ Wheelchair Accessibility on SMDC Tour Path.pdf","Julie's Response - Re_ Wheelchair Accessibility on SMDC Tour Path","pdf",542926,"10/10/2018, 10:46:40","10/10/2018, 10:46:40","10/31/2019, 14:45:06",""
"B:\49xx   Long Marine Lab\4932 CBB\B - Administrative Reviews and Approvals\B2 - Office of the President  UC Regents\BIOMED EXAMPLES\Biomed - UCOP Submittal\W Submittal Final 10-24-08\REV 11-19-08\UCSC Biomed Capital Outlay and Schedule Summary 11-19-08.xls","UCSC Biomed Capital Outlay and Schedule Summary 11-19-08.xls","UCSC Biomed Capital Outlay and Schedule Summary 11-19-08","xls",40448,"06/30/2014, 16:05:29","11/19/2008, 15:05:30","10/31/2019, 14:45:07",""
"B:\49xx   Long Marine Lab\4932 CBB\B - Administrative Reviews and Approvals\B2 - Office of the President  UC Regents\UCOP Submittal\C Phase\Augmentation Item\976850 Trails\Communication Related to Trails Costs\GraniterockBid Package #1-DG Trail Narrative.docx","GraniterockBid Package #1-DG Trail Narrative.docx","GraniterockBid Package #1-DG Trail Narrative","docx",16417,"04/06/2015, 13:03:12","04/06/2015, 13:02:13","10/31/2019, 14:45:07",""
"B:\49xx   Long Marine Lab\4932 CBB\B - Administrative Reviews and Approvals\B2 - Office of the President  UC Regents\UCOP Submittal\C Phase\Augmentation Item\976850 Trails\Project Summary & EVC Memo Drafts\CSC Public Access Improvements Proj Summ 15-04-03.doc","CSC Public Access Improvements Proj Summ 15-04-03.doc","CSC Public Access Improvements Proj Summ 15-04-03","doc",56320,"04/06/2015, 12:27:55","04/06/2015, 12:27:49","10/31/2019, 14:45:07",""
"B:\49xx   Long Marine Lab\4932 CBB\B - Administrative Reviews and Approvals\B2 - Office of the President  UC Regents\UCOP Submittal\C Phase\Augmentation Item\976850 Trails\Project Summary & EVC Memo Drafts\CSC Public Access Improvements Proj Summ 15-04-06.doc","CSC Public Access Improvements Proj Summ 15-04-06.doc","CSC Public Access Improvements Proj Summ 15-04-06","doc",57856,"04/06/2015, 12:27:29","04/06/2015, 13:52:16","10/31/2019, 14:45:07",""
"B:\49xx   Long Marine Lab\4932 CBB\B - Administrative Reviews and Approvals\B2 - Office of the President  UC Regents\UCOP Submittal\C Phase\Augmentation Item\976850 Trails\Project Summary & EVC Memo Drafts\CSC Public Access Improvements Proj Summ-150405.doc","CSC Public Access Improvements Proj Summ-150405.doc","CSC Public Access Improvements Proj Summ-150405","doc",57344,"04/05/2015, 22:30:43","04/05/2015, 22:45:11","10/31/2019, 14:45:07",""
"B:\49xx   Long Marine Lab\4932 CBB\B - Administrative Reviews and Approvals\B2 - Office of the President  UC Regents\UCOP Submittal\C Phase\Augmentation Item\976850 Trails\Project Summary & EVC Memo Drafts\CSC Trails Memo to EVC_Draft 15-02-19 dkb edits.docx","CSC Trails Memo to EVC_Draft 15-02-19 dkb edits.docx","CSC Trails Memo to EVC_Draft 15-02-19 dkb edits","docx",45305,"02/23/2015, 13:52:06","02/23/2015, 13:52:07","10/31/2019, 14:45:07",""
"B:\49xx   Long Marine Lab\4932 CBB\B - Administrative Reviews and Approvals\B2 - Office of the President  UC Regents\UCOP Submittal\C Phase\Augmentation Item\DRAFT ITEM WORKING DRAFTS - For Felix's use\Diane's Admin Item\CBB Admin Item - 2-11-15 draft.docx","CBB Admin Item - 2-11-15 draft.docx","CBB Admin Item - 2-11-15 draft","docx",38800,"02/12/2015, 11:39:32","02/12/2015, 11:39:16","10/31/2019, 14:45:08",""
"B:\49xx   Long Marine Lab\4932 CBB\B - Administrative Reviews and Approvals\B2 - Office of the President  UC Regents\UCOP Submittal\C Phase\Augmentation Item\DRAFT ITEM WORKING DRAFTS - For Felix's use\Diane's Admin Item\CBB Admin Item_021115_clean draft.docx","CBB Admin Item_021115_clean draft.docx","CBB Admin Item_021115_clean draft","docx",35743,"02/12/2015, 11:39:32","02/12/2015, 11:27:55","10/31/2019, 14:45:08",""
"B:\49xx   Long Marine Lab\4932 CBB\B - Administrative Reviews and Approvals\B2 - Office of the President  UC Regents\UCOP Submittal\C Phase\Augmentation Item\Request for Augmentation Feb 12\UCOP's Rewrite\CoastalBio Admin Item - COORD 2015x03x12_PPC_CPSM.docx","CoastalBio Admin Item - COORD 2015x03x12_PPC_CPSM.docx","CoastalBio Admin Item - COORD 2015x03x12_PPC_CPSM","docx",69456,"04/03/2015, 18:06:22","04/03/2015, 18:05:29","10/31/2019, 14:45:08",""
"B:\49xx   Long Marine Lab\4932 CBB\B - Administrative Reviews and Approvals\B2 - Office of the President  UC Regents\UCOP Submittal\C Phase\UCOP's Revised Admin Item Draft\SC - CoastalBio Admin Item - COORD 2015x03x09.docx","SC - CoastalBio Admin Item - COORD 2015x03x09.docx","SC - CoastalBio Admin Item - COORD 2015x03x09","docx",77332,"06/04/2019, 09:21:03","03/10/2015, 10:52:03","10/31/2019, 14:45:08",""
"B:\49xx   Long Marine Lab\4932 CBB\B - Administrative Reviews and Approvals\B2 - Office of the President  UC Regents\UCOP Submittal\P Phase\Resubmittal 05-12-14\UCOP Approval of P Phase Funds\P Phase approval - UCSC_Coastal Biology Building_May 27 2014.pdf","P Phase approval - UCSC_Coastal Biology Building_May 27 2014.pdf","P Phase approval - UCSC_Coastal Biology Building_May 27 2014","pdf",1497117,"05/29/2014, 09:55:30","05/29/2014, 09:55:31","10/31/2019, 14:45:09",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F1 - Bid and Contract Award Correspondence\F1.7 Pre-Qualification - Subcontractors\BID PACKAGE #1 - 4\Subcontractors Prequalification Package\Bid Package Review\Part B Prequal Form Rev. A..pdf","Part B Prequal Form Rev. A..pdf","Part B Prequal Form Rev. A.","pdf",707527,"06/13/2018, 10:49:49","04/29/2014, 15:17:36","10/31/2019, 14:45:30",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F1 - Bid and Contract Award Correspondence\F1.7 Pre-Qualification - Subcontractors\BID PACKAGE #1 - 4\Subcontractors Prequalification Package\Bid Package Review\Prequal Coversheet Rev. A.pdf","Prequal Coversheet Rev. A.pdf","Prequal Coversheet Rev. A","pdf",141262,"06/13/2018, 10:49:49","04/29/2014, 15:18:05","10/31/2019, 14:45:30",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\Archive\Pipes Catalog - Hold\US Imperial Structures\US Imperial Structures.apc","US Imperial Structures.apc","US Imperial Structures","apc",40305,"06/13/2018, 11:15:20","07/02/2015, 10:24:02","10/31/2019, 14:45:48",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\Pipes Catalog\Metric Pipes\Circular Pipes\AeccCircularConcretePipe_Metric.bmp","AeccCircularConcretePipe_Metric.bmp","AeccCircularConcretePipe_Metric","bmp",120054,"06/13/2018, 11:15:26","07/02/2015, 10:24:16","10/31/2019, 14:45:49",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\Pipes Catalog\Metric Pipes\Circular Pipes\AeccCircularConcretePipe_Metric.dwg","AeccCircularConcretePipe_Metric.dwg","AeccCircularConcretePipe_Metric","dwg",299170,"06/13/2018, 11:15:26","07/02/2015, 10:24:16","10/31/2019, 14:45:49",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\Pipes Catalog\Metric Pipes\Circular Pipes\AeccCircularConcretePipe_Metric.xml","AeccCircularConcretePipe_Metric.xml","AeccCircularConcretePipe_Metric","xml",8627,"06/13/2018, 11:15:26","07/02/2015, 10:24:16","10/31/2019, 14:45:49",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\Pipes Catalog\Metric Pipes\Egg-Shaped Pipes\AeccEggShapedConcretePipe_Metric.bmp","AeccEggShapedConcretePipe_Metric.bmp","AeccEggShapedConcretePipe_Metric","bmp",120054,"06/13/2018, 11:15:27","07/02/2015, 10:24:18","10/31/2019, 14:45:49",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\Pipes Catalog\Metric Pipes\Egg-Shaped Pipes\AeccEggShapedConcretePipe_Metric.dwg","AeccEggShapedConcretePipe_Metric.dwg","AeccEggShapedConcretePipe_Metric","dwg",266592,"06/13/2018, 11:15:27","07/02/2015, 10:24:18","10/31/2019, 14:45:49",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\Pipes Catalog\Metric Pipes\Egg-Shaped Pipes\AeccEggShapedConcretePipe_Metric.xml","AeccEggShapedConcretePipe_Metric.xml","AeccEggShapedConcretePipe_Metric","xml",5652,"06/13/2018, 11:15:27","07/02/2015, 10:24:18","10/31/2019, 14:45:49",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\Pipes Catalog\Metric Structures\Inlet-Outlets\AeccStructRectHeadwall_Metric.bmp","AeccStructRectHeadwall_Metric.bmp","AeccStructRectHeadwall_Metric","bmp",120054,"06/13/2018, 11:15:27","07/02/2015, 10:24:20","10/31/2019, 14:45:49",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\Pipes Catalog\Metric Structures\Inlet-Outlets\AeccStructRectHeadwall_Metric.dwg","AeccStructRectHeadwall_Metric.dwg","AeccStructRectHeadwall_Metric","dwg",263104,"06/13/2018, 11:15:28","07/02/2015, 10:24:20","10/31/2019, 14:45:49",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\Pipes Catalog\Metric Structures\Inlet-Outlets\AeccStructRectHeadwall_Metric.xml","AeccStructRectHeadwall_Metric.xml","AeccStructRectHeadwall_Metric","xml",4637,"06/13/2018, 11:15:28","07/02/2015, 10:24:20","10/31/2019, 14:45:49",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\Pipes Catalog\US Imperial Pipes\Circular Pipes\AeccCircularAcpPipe_Imperial.bmp","AeccCircularAcpPipe_Imperial.bmp","AeccCircularAcpPipe_Imperial","bmp",120054,"06/13/2018, 11:15:28","07/02/2015, 10:24:23","10/31/2019, 14:45:49",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\Pipes Catalog\US Imperial Pipes\Circular Pipes\AeccCircularAcpPipe_Imperial.dwg","AeccCircularAcpPipe_Imperial.dwg","AeccCircularAcpPipe_Imperial","dwg",352345,"06/13/2018, 11:15:29","07/02/2015, 10:24:23","10/31/2019, 14:45:49",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\Pipes Catalog\US Imperial Pipes\Circular Pipes\AeccCircularAcpPipe_Imperial.xml","AeccCircularAcpPipe_Imperial.xml","AeccCircularAcpPipe_Imperial","xml",3803,"06/13/2018, 11:15:29","07/02/2015, 10:24:23","10/31/2019, 14:45:49",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\Pipes Catalog\US Imperial Pipes\Circular Pipes\AeccCircularCMPipe_Imperial.bmp","AeccCircularCMPipe_Imperial.bmp","AeccCircularCMPipe_Imperial","bmp",120054,"06/13/2018, 11:15:29","07/02/2015, 10:24:23","10/31/2019, 14:45:49",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\Pipes Catalog\US Imperial Pipes\Circular Pipes\AeccCircularCMPipe_Imperial.dwg","AeccCircularCMPipe_Imperial.dwg","AeccCircularCMPipe_Imperial","dwg",289979,"06/13/2018, 11:15:29","07/02/2015, 10:24:23","10/31/2019, 14:45:49",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\Pipes Catalog\US Imperial Pipes\Circular Pipes\AeccCircularCMPipe_Imperial.xml","AeccCircularCMPipe_Imperial.xml","AeccCircularCMPipe_Imperial","xml",6091,"06/13/2018, 11:15:29","07/02/2015, 10:24:24","10/31/2019, 14:45:49",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\Pipes Catalog\US Imperial Pipes\Circular Pipes\AeccCircularDIPipe_Imperial.bak","AeccCircularDIPipe_Imperial.bak","AeccCircularDIPipe_Imperial","bak",289685,"06/13/2018, 11:15:29","07/02/2015, 10:24:24","10/31/2019, 14:45:49",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\Pipes Catalog\US Imperial Pipes\Circular Pipes\AeccCircularDIPipe_Imperial.bmp","AeccCircularDIPipe_Imperial.bmp","AeccCircularDIPipe_Imperial","bmp",120054,"06/13/2018, 11:15:29","07/02/2015, 10:24:24","10/31/2019, 14:45:49",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\Pipes Catalog\US Imperial Pipes\Circular Pipes\AeccCircularDIPipe_Imperial.dwg","AeccCircularDIPipe_Imperial.dwg","AeccCircularDIPipe_Imperial","dwg",475711,"06/13/2018, 11:15:29","07/02/2015, 10:24:25","10/31/2019, 14:45:49",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\Pipes Catalog\US Imperial Pipes\Circular Pipes\AeccCircularDIPipe_Imperial.xml","AeccCircularDIPipe_Imperial.xml","AeccCircularDIPipe_Imperial","xml",5399,"06/13/2018, 11:15:29","07/02/2015, 10:24:25","10/31/2019, 14:45:49",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\Pipes Catalog\US Imperial Pipes\Circular Pipes\AeccCircularHDPEPipe_Imperial.bmp","AeccCircularHDPEPipe_Imperial.bmp","AeccCircularHDPEPipe_Imperial","bmp",120054,"06/13/2018, 11:15:29","07/02/2015, 10:24:25","10/31/2019, 14:45:49",""
"B:\49xx   Long Marine Lab\4932 CBB\F - Drawings and Specifications\F5 - Drawings and Specifications\CAD\CBB and Infra Conformed Civil\UCSC Infra Sheets and CBB & Infra xrefs\Data\Pipes Catalog\US Imperial Pipes\Circular Pipes\AeccCircularHDPEPipe_Imperial.dwg","AeccCircularHDPEPipe_Imperial.dwg","AeccCircularHDPEPipe_Imperial","dwg",289273,"06/13/2018, 11:15:29","07/02/2015, 10:24:25","10/31/2019, 14:45:49",""
